op,duration,duration_pred,gap,gap_pred,total,total_pred
relu,4.448,4.24682092666626,60.763,67.9183578491211,65.211,72.16517877578735
batchnorm,18.047,15.922182083129883,120.951,137.547607421875,138.998,153.46978950500488
conv2d,93.657,89.66473007202148,117.047,103.22138404846191,210.704,192.8861141204834
relu,4.736,4.411463260650635,63.707,68.80570793151855,68.443,73.21717119216919
batchnorm,29.662,30.87786340713501,107.992,135.5625171661377,137.654,166.4403805732727
avg_pool2d,32.478,26.331621170043945,71.002,103.68749237060547,103.47999999999999,130.0191135406494
conv2d,438.655,542.0544357299805,19.039,26.070457458496094,457.69399999999996,568.1248931884766
relu,8.287,11.616540908813477,1.248,0.8864020705223083,9.535,12.502942979335785
batchnorm,54.14,53.14717388153076,12.351,108.66401767730713,66.491,161.8111915588379
conv2d,119.671,115.95199775695801,23.935,36.91140937805176,143.606,152.86340713500977
relu,5.375,4.010706424713135,61.5,65.62266063690186,66.875,69.63336706161499
batchnorm,19.774,18.675683975219727,147.701,144.52605438232422,167.475,163.20173835754395
conv2d,178.323,225.06242752075195,34.717,26.56321907043457,213.04000000000002,251.62564659118652
relu,7.84,6.282007694244385,33.117,7.966686248779297,40.956999999999994,14.248693943023682
batchnorm,48.956,53.012030601501465,420.321,394.96595764160156,469.27700000000004,447.977988243103
conv2d,114.392,120.69132614135742,57.755,58.70381164550781,172.147,179.39513778686523
relu,5.536,3.679140567779541,67.579,65.82203578948975,73.115,69.50117635726929
batchnorm,19.838,18.175851821899414,144.501,141.86283111572266,164.339,160.03868293762207
conv2d,150.421,208.75510025024414,33.726,26.16168975830078,184.147,234.91679000854492
relu,8.127,5.987894535064697,57.276,14.76613998413086,65.403,20.754034519195557
batchnorm,48.316,50.54394054412842,404.578,378.04129791259766,452.894,428.5852384567261
conv2d,113.72,119.51368713378906,58.427,59.267465591430664,172.147,178.78115272521973
relu,5.44,3.807863712310791,66.171,65.87674140930176,71.611,69.68460512161255
batchnorm,19.423,17.984636306762695,149.908,140.83311080932617,169.331,158.81774711608887
conv2d,149.557,202.1507682800293,30.142,26.1573486328125,179.69899999999998,228.3081169128418
relu,7.423,5.332926273345947,60.924,19.440731048583984,68.347,24.77365732192993
batchnorm,46.044,48.06815719604492,390.595,362.8507537841797,436.639,410.9189109802246
conv2d,111.736,118.61042022705078,57.979,59.75156593322754,169.715,178.36198616027832
relu,5.472,3.6973977088928223,70.299,65.97671413421631,75.771,69.67411184310913
batchnorm,19.87,17.798524856567383,146.005,139.70881271362305,165.875,157.50733757019043
conv2d,148.502,195.4907112121582,32.733,26.245685577392578,181.235,221.73639678955078
relu,7.039,4.814577579498291,62.716,25.233779907226562,69.755,30.048357486724854
batchnorm,41.66,45.82066345214844,343.335,346.41319274902344,384.995,392.2338562011719
conv2d,112.599,117.95206451416016,53.596,60.04523754119873,166.195,177.9973020553589
relu,5.376,3.6131463050842285,63.227,66.10683536529541,68.603,69.71998167037964
batchnorm,19.679,17.62908363342285,140.566,138.50681686401367,160.245,156.13590049743652
conv2d,170.708,188.69478225708008,22.013,26.60859489440918,192.721,215.30337715148926
relu,7.103,4.411539554595947,43.165,32.11375045776367,50.268,36.52529001235962
batchnorm,39.581,43.71698760986328,332.231,328.77098083496094,371.812,372.4879684448242
conv2d,113.624,117.59738159179688,56.22,60.152689933776855,169.844,177.75007152557373
relu,5.504,3.5557961463928223,62.011,66.26970672607422,67.515,69.82550287246704
batchnorm,19.486,17.495813369750977,140.502,137.2155990600586,159.988,154.71141242980957
conv2d,251.535,181.56959533691406,40.379,27.64288330078125,291.914,209.2124786376953
relu,6.88,4.1111321449279785,1.343,39.84785461425781,8.222999999999999,43.95898675918579
batchnorm,34.782,41.608055114746094,290.602,310.2650146484375,325.38399999999996,351.8730697631836
conv2d,112.985,117.61559677124023,67.066,60.08184051513672,180.051,177.69743728637695
relu,5.375,3.519045352935791,63.676,66.46208381652832,69.051,69.98112916946411
batchnorm,19.326,17.418062210083008,142.198,135.80576705932617,161.524,153.22382926940918
conv2d,252.14,173.82267379760742,41.95,30.106897354125977,294.09,203.9295711517334
relu,6.559,3.9127373695373535,25.726,47.71412944793701,32.285,51.626866817474365
batchnorm,34.014,39.434009075164795,324.263,291.81056213378906,358.277,331.24457120895386
conv2d,113.848,118.12448692321777,60.571,59.81526470184326,174.41899999999998,177.93975162506104
relu,5.504,3.502108097076416,73.787,66.69286060333252,79.29100000000001,70.19496870040894
batchnorm,19.55,17.40855598449707,150.805,134.44364166259766,170.35500000000002,151.85219764709473
conv2d,205.361,165.42389297485352,64.763,34.849188804626465,270.124,200.27308177947998
relu,6.207,3.8102974891662598,14.783,54.482412338256836,20.99,58.292709827423096
batchnorm,31.902,37.23221158981323,253.517,274.27986907958984,285.419,311.5120806694031
conv2d,114.775,119.13019943237305,50.525,59.36768627166748,165.3,178.49788570404053
relu,5.439,3.5186104774475098,66.363,67.01027297973633,71.80199999999999,70.52888345718384
batchnorm,19.359,17.48569679260254,137.109,133.50554275512695,156.46800000000002,150.9912395477295
conv2d,204.689,156.59807968139648,62.427,41.29928779602051,267.116,197.897367477417
relu,5.856,3.7629952430725098,7.679,59.57519245147705,13.535,63.33818769454956
batchnorm,27.198,34.910640239715576,237.71,257.3798484802246,264.908,292.2904887199402
conv2d,113.399,120.37468719482422,56.125,58.86453914642334,169.524,179.23922634124756
relu,5.44,3.573671817779541,64.059,67.44013023376465,69.499,71.01380205154419
batchnorm,19.358,17.63054847717285,147.285,133.0980339050293,166.643,150.72858238220215
conv2d,127.064,147.0693016052246,43.292,48.32722473144531,170.356,195.39652633666992
relu,5.887,3.7241997718811035,66.587,63.57363700866699,72.474,67.2978367805481
batchnorm,24.894,32.312296867370605,210.32,240.9340705871582,235.214,273.2463674545288
conv2d,111.928,121.55770111083984,51.836,58.43251323699951,163.764,179.99021434783936
relu,5.248,3.651827335357666,66.875,67.96530532836914,72.123,71.6171326637268
batchnorm,19.231,17.89952278137207,121.558,133.46176528930664,140.78900000000002,151.3612880706787
conv2d,112.504,136.74828338623047,50.684,55.78926944732666,163.188,192.53755283355713
relu,5.568,3.6624703407287598,62.075,66.28086280822754,67.643,69.9433331489563
batchnorm,19.231,26.926095962524414,207.696,218.06281280517578,226.927,244.9889087677002
conv2d,111.704,124.83850479125977,52.38,58.94846820831299,164.084,183.78697299957275
relu,5.376,3.7435479164123535,64.187,69.37346649169922,69.563,73.11701440811157
batchnorm,19.262,17.85088539123535,122.039,131.27125549316406,141.301,149.1221408843994
conv2d,82.491,128.96072578430176,74.49,66.08602809906006,156.981,195.04675388336182
relu,5.343,4.04827356338501,63.196,62.933037757873535,68.539,66.98131132125854
batchnorm,19.134,21.841142654418945,121.847,121.54091453552246,140.981,143.3820571899414
avg_pool2d,55.356,48.54249954223633,45.308,51.316650390625,100.664,99.85914993286133
conv2d,481.885,469.35164642333984,25.086,23.352502822875977,506.971,492.7041492462158
relu,20.766,18.38426399230957,1.184,0.8436316847801208,21.95,19.22789567708969
batchnorm,49.82,45.69621276855469,13.407,38.57720756530762,63.227000000000004,84.2734203338623
conv2d,323.56,251.65919876098633,16.063,14.24603271484375,339.623,265.9052314758301
relu,15.423,10.452791213989258,1.407,1.3049888610839844,16.83,11.757780075073242
batchnorm,26.111,27.44370460510254,12.415,14.10955810546875,38.525999999999996,41.55326271057129
conv2d,457.403,386.7298126220703,22.625,19.288455963134766,480.028,406.0182685852051
relu,17.567,16.034631729125977,1.247,1.1568775027990341,18.814,17.19150923192501
batchnorm,40.222,35.70567607879639,71.77,77.76069831848145,111.99199999999999,113.46637439727783
conv2d,317.737,252.55384063720703,14.654,13.945943832397461,332.391,266.4997844696045
relu,15.519,10.188539505004883,1.312,1.2215652465820312,16.831,11.410104751586914
batchnorm,26.846,27.28775978088379,12.223,13.14002799987793,39.069,40.42778778076172
conv2d,331.304,343.9342575073242,16.734,18.974464416503906,348.03799999999995,362.9087219238281
relu,13.663,11.959848403930664,1.312,1.1922740936279297,14.975,13.152122497558594
batchnorm,36.221,29.980143070220947,105.593,72.75392246246338,141.814,102.73406553268433
conv2d,318.186,243.88037490844727,14.141,14.270883560180664,332.327,258.15125846862793
relu,15.967,9.061899185180664,1.183,1.2027473449707031,17.150000000000002,10.264646530151367
batchnorm,26.814,26.613087336222332,25.535,12.219046274820963,52.349000000000004,38.8321336110433
conv2d,287.817,308.7789815266927,15.552,18.873711903889973,303.369,327.65269343058264
relu,10.623,8.852945327758789,1.376,1.3276100158691406,11.998999999999999,10.18055534362793
batchnorm,27.902,18.92778968811035,157.492,73.23357772827148,185.394,92.16136741638184
conv2d,317.128,224.2524871826172,14.719,16.222553253173828,331.847,240.47504043579102
relu,16.063,7.620188236236572,1.376,1.3394050598144531,17.439,8.959593296051025
batchnorm,27.006,26.15097999572754,27.966,11.178203582763672,54.972,37.32918357849121
conv2d,198.96,270.99066162109375,15.68,17.684185028076172,214.64000000000001,288.6748466491699
relu,8.159,6.781351566314697,7.072,1.2881221771240234,15.231000000000002,8.06947374343872
batchnorm,27.038,23.105440139770508,207.472,62.261054039001465,234.51000000000002,85.36649417877197
conv2d,314.984,220.97177505493164,15.04,15.093404769897461,330.024,236.0651798248291
relu,15.999,8.037554025650024,1.247,1.3096904754638672,17.246000000000002,9.347244501113892
batchnorm,26.846,25.196542739868164,27.87,13.61474609375,54.716,38.811288833618164
conv2d,195.218,204.27576446533203,15.838,18.833940505981445,211.05599999999998,223.10970497131348
relu,7.36,5.995645880699158,10.751,1.518625259399414,18.111,7.514271140098572
batchnorm,23.358,20.20432472229004,190.642,96.3855037689209,214.0,116.58982849121094
conv2d,321.031,209.39552688598633,14.752,17.336763381958008,335.783,226.73229026794434
relu,15.647,7.14116907119751,1.312,6.981740951538086,16.959,14.122910022735596
batchnorm,26.814,23.525407791137695,46.268,54.22808837890625,73.082,77.75349617004395
conv2d,158.613,147.89190292358398,32.861,29.73909854888916,191.474,177.63100147247314
relu,6.559,4.257242679595947,43.165,30.509464263916016,49.724,34.76670694351196
batchnorm,15.999,28.9805908203125,132.47,100.32617568969727,148.469,129.30676651000977
max_pool2d,98.586,172.27129364013672,4.895,2.143835703531901,103.481,174.4151293436686
relu,22.718,9.369531869888306,1.152,1.169677734375,23.87,10.539209604263306
batchnorm,45.404,52.99496841430664,95.897,83.09639167785645,141.30100000000002,136.0913600921631
conv2d,243.278,384.22300720214844,835.842,1130.3817138671875,1079.12,1514.604721069336
